티커,종목명,매도거래량,매수거래량,순매수거래량,매도거래대금,매수거래대금,순매수거래대금
086520,에코프로,130266398,126991335,-3275063,4414536277350,4299681569650,-114854707700
086670,비엠티,32195803,32141699,-54104,275340498865,274808310145,-532188720
086710,선진뷰티사이언스,453314,433206,-20108,4495541205,4293328145,-202213060
086820,바이오솔루션,54279617,54861075,581458,1549546807850,1565594268250,16047460400
086890,이수앱지스,95309986,96806617,1496631,770660116640,785451815965,14791699325
086900,메디톡스,54214602,56237194,2022592,9770885182200,10082059114400,311173932200
086960,한컴MDS,25478858,25731253,252395,311036543290,314763335830,3726792540
086980,쇼박스,121031032,120738685,-292347,383703510670,381850033695,-1853476975
087010,펩트론,119912763,121865724,1952961,2275537061100,2318996174100,43459113000
087260,모바일어플라이언스,1228393891,1233630788,5236897,5464752204960,5492253072745,27500867785
087600,픽셀플러스,8591910,8720287,128377,47254902310,48227780285,972877975
087730,에스모 머티리얼즈,183810987,188349674,4538687,222468933471,230122607572,7653674101
088130,동아엘텍,15801191,15216054,-585137,124790163095,121116333910,-3673829185
088280,쏘닉스,3734145,3702560,-31585,7785887809,7712262533,-73625276
088290,이원컴포텍,91813496,94365377,2551881,815562554245,838568400040,23005845795
088340,유라클,1233051,1269262,36211,17836279895,18374517005,538237110
088390,이녹스,27846952,27816710,-30242,275228799840,275107244680,-121555160
088800,에이스테크,481567499,481678474,110975,9039722582055,9070753696840,31031114785
088910,동우팜투테이블,81620806,83478893,1858087,296896220700,303213634365,6317413665
089010,켐트로닉스,156275354,159048772,2773418,2701287393240,2738000880390,36713487150
089030,테크윙,127232127,127817039,584912,2231329025130,2233524404010,2195378880
089140,넥스턴,16528227,16443662,-84565,161753873040,161237267620,-516605420
089150,케이씨티,371420891,371583101,162210,1560493651150,1561957715805,1464064655
089230,THE E&M,486103029,501643012,15539983,446242690921,464547012353,18304321432
089530,에이티세미콘,529426631,553780517,24353886,443690687351,464228000351,20537313000
089600,나스미디어,12208801,12393920,185119,392871690300,396075422050,3203731750
089790,제이티,83521396,84649983,1128587,654858926745,662249783400,7390856655
089850,유비벨록스,19339114,19086869,-252245,153466309210,151955498690,-1510810520
089890,코세스,44465069,44087283,-377786,321813476670,319007149205,-2806327465
089970,에이피티씨,41784551,41144345,-640206,547792961230,540433797655,-7359163575
089980,상아프론테크,93272482,92278529,-993953,2827989643780,2810742177060,-17247466720
090150,광진윈텍,17565043,17715914,150871,59535739175,60048220410,512481235
090360,로보스타,45922663,46256431,333768,766942281380,772110697640,5168416260
090410,덕신하우징,572499111,577659465,5160354,937568035901,946515467169,8947431268
090460,비에이치,181301329,187724051,6422722,3896600797300,4025442650450,128841853150
090470,제이스텍,21272535,22174672,902137,212831300430,222259129650,9427829220
090710,휴림로봇,1052327217,1053375385,1048168,1426932056005,1429639769011,2707713006
090740,아이엠이연이,146212815,149139647,2926832,687783129170,705156034520,17372905350
090850,이지웰,88059902,89536444,1476542,952889185760,968261628550,15372442790
091120,이엠텍,57090464,56946426,-144038,651441958310,652497504110,1055545800
091340,S&K폴리텍,48797717,48966996,169279,329610510450,329888242655,277732205
091440,텔레필드,42304893,42427588,122695,174171461900,174615101470,443639570
091580,상신이디피,130328830,131067840,739010,1411483575135,1423819496980,12335921845
091590,남화토건,73552705,73568131,15426,1077003681990,1078502871970,1499189980
091700,파트론,260743287,271169529,10426242,2621243080630,2725415760500,104172679870
091970,나노캠텍,430388277,432750878,2362601,1066572103260,1074266520830,7694417570
091990,셀트리온헬스케어,593857003,604645753,10788750,60859283297050,61982759425188,1123476128138
092040,아미코젠,86691875,88201484,1509609,2932862826050,2990736731350,57873905300
092070,디엔에프,46221439,44425344,-1796095,635430755605,606246116280,-29184639325
092130,이크레더블,3179886,3438783,258897,67585421550,73445456700,5860035150
092190,서울바이오시스,309028516,314234577,5206061,5861358024170,5960091975600,98733951430
092300,현우산업,59255820,59459718,203898,183601657850,184242564840,640906990
092460,한라IMS,12249574,11883201,-366373,78779681385,76962497260,-1817184125
092600,앤씨앤,136148464,136586623,438159,447604726865,449236333215,1631606350
092730,네오팜,11850465,13614576,1764111,377668688700,435084635000,57415946300
092870,엑시콘,44937781,45014662,76881,522181147605,523094966200,913818595
093190,빅솔론,7218945,7336681,117736,34027350600,34697590385,670239785
093320,케이아이엔엑스,13646216,13414532,-231684,859440961200,848272901100,-11168060100
093380,풍강,97387891,97431368,43477,325860939085,326910330865,1049391780
093520,매커스,77832977,76782531,-1050446,361777921420,358213841820,-3564079600
093640,다믈멀티미디어,65998294,68614552,2616258,243319322300,251988413275,8669090975
093920,서원인텍,38427007,38554211,127204,264928917445,264682446500,-246470945
094170,동운아나텍,117618481,117009256,-609225,833540709855,826876661785,-6664048070
094190,이엘케이,293987702,294199675,211973,16608745905,16458575548,-150170357
094360,칩스앤미디어,163491834,163946688,454854,1859604350130,1864661790740,5057440610
094480,갤럭시아머니트리,83844147,86521152,2677005,353899839545,367240241465,13340401920
094820,일진파워,26293334,27506021,1212687,138770291170,145044012010,6273720840
094840,슈프리마에이치큐,40258253,40241795,-16458,273662532830,273755421155,92888325
094850,참좋은여행,84430289,85042970,612681,620391902405,626577839535,6185937130
094860,코닉글로리,221565187,223938828,2373641,468377020676,476077105785,7700085109
094940,푸른기술,106264130,106160294,-103836,1573718252300,1573624334180,-93918120
094970,제이엠티,68661773,69119654,457881,199274797275,200879939770,1605142495
095190,이엠코리아,598839343,604379707,5540364,3360925913490,3394666695820,33740782330
095270,웨이브일렉트로,26499963,26770711,270748,244138905995,246526553360,2387647365
095340,ISC,93926771,93245764,-681007,1629145883720,1614008819240,-15137064480
095500,미래나노텍,76544932,77788114,1243182,252382095075,256453920240,4071825165
095610,테스,101461200,103679771,2218571,2500395196900,2547719687350,47324490450
095660,네오위즈,90191343,90418570,227227,2096464984000,2096834459400,369475400
095700,제넥신,214522736,218280757,3758021,24535579728250,24930528371400,394948643150
095910,에스에너지,128196474,129539566,1343092,903118949990,914072095100,10953145110
096040,이트론,3981899137,4001212244,19313107,1112035840547,1118623194689,6587354142
096240,청담러닝,28617525,29252122,634597,645335331950,657483841000,12148509050
096250,와이즈넛,1438032,1291366,-146666,17855781590,15891505660,-1964275930
096350,대창솔루션,2162270570,2177404250,15133680,1021597258535,1029853120344,8255861809
096530,씨젠,662333068,665994720,3661652,83817614593100,83873238366500,55623773400
096610,알에프세미,129548404,130772186,1223782,774163335470,782018975955,7855640485
096630,에스코넥,1152114255,1152512381,398126,2597756857318,2598672778939,915921621
096640,멜파스,81852634,81598355,-254279,122980003831,122858015183,-121988648
096690,에이루트,104631239,105971290,1340051,320374908513,328814345170,8439436657
096870,엘디티,16582684,16994442,411758,44757448560,45810048550,1052599990
097520,엠씨넥스,142392051,145511107,3119056,4885948732250,4988435266250,102486534000
097780,에스맥,8072948106,8092164799,19216693,13343147562801,13382183188095,39035625294
097800,윈팩,271646698,274546280,2899582,501925178710,507703866880,5778688170
097870,효성오앤비,37362067,37216983,-145084,320193260845,319719127515,-474133330
098070,한텍,869394,789433,-79961,32467652725,29525188250,-2942464475
098120,마이크로컨텍솔,30173311,30364465,191154,141050311805,141540953400,490641595
098460,고영,7296865,7156774,-140091,697050030200,675172722900,-21877307300
098660,에스티오,9754689,9461560,-293129,20547790550,19899348645,-648441905
099190,아이센스,24130555,25108887,978332,633250943950,659026570950,25775627000
099220,SDN,1373048667,1374416695,1368028,5025297210820,5032239159485,6941948665
099320,쎄트렉아이,33214692,32812526,-402166,814879149550,801984856000,-12894293550
099390,브레인즈컴퍼니,209566,212981,3415,986010574,1003502555,17491981
099410,동방선기,225315289,225608419,293130,809410283615,810416047552,1005763937
099430,바이오플러스,4536579,4550220,13641,24346176790,24363161195,16984405
099440,스맥,234440204,235021774,581570,498851779480,500575850150,1724070670
099520,ITX-AI,89692539,89531600,-160939,179400035950,179845810710,445774760
099750,이지케어텍,18085361,17893030,-192331,346694108590,344019626690,-2674481900
100030,모바일리더,6664111,7108225,444114,120127561660,127919254090,7791692430
100090,삼강엠앤티,254083669,255273003,1189334,3468942233665,3464454035475,-4488198190
100120,뷰웍스,17664610,17692652,28042,586365233500,585606666050,-758567450
100130,동국S&C,962201117,961413170,-787947,6552328545290,6544872184265,-7456361025
100590,머큐리,120729217,121699198,969981,1263587283565,1275350028600,11762745035
100660,서암기계공업,117651495,117897432,245937,638546278510,639988173415,1441894905
100700,세운메디칼,401890702,402617758,727056,2046879376945,2047108299625,228922680
100790,미래에셋벤처투자,143608078,143083318,-524760,565533452560,563875335145,-1658117415
101000,상상인인더스트리,97456523,107265437,9808914,98278445761,109167700256,10889254495
101160,월덱스,99081554,99152436,70882,1154321449805,1149354060815,-4967388990
101170,우림기계,94255932,94015591,-240341,424691423065,424227172770,-464250295
101240,씨큐브,15703055,15360225,-342830,121634994980,118692826900,-2942168080
101330,모베이스,162122773,164606638,2483865,620052158645,630086706955,10034548310
101360,이엔드디,46463039,47696386,1233347,1212234262000,1235419917800,23185655800
101390,아이엠,194435536,194651929,216393,181023857750,181861857495,837999745
101400,엔시트론,319060707,320971663,1910956,143658570465,144437323531,778753066
101490,에스앤에스텍,176170088,175991407,-178681,4891524565950,4894498097850,2973531900
101670,코리아에스이,81752194,81522080,-230114,99877263695,99504756700,-372506995
101680,한국정밀기계,13526935,13626812,99877,26078262880,26281684470,203421590
101730,조이맥스,11829491,11860893,31402,50688639620,50706419075,17779455
101930,인화정공,19207284,19654149,446865,101374279680,103598672020,2224392340
101970,우양에이치씨,263756,243841,-19915,3259131510,3010056465,-249075045
102120,어보브반도체,180176087,179241569,-934518,1794735077835,1783060029465,-11675048370
102370,케이옥션,2637628,2689110,51482,10503334693,10745959620,242624927
102710,이엔에프테크놀로지,61824176,63765075,1940899,2121048499450,2179474149050,58425649600
102940,코오롱생명과학,47693125,48009805,316680,1584665755950,1592333936200,7668180250
103230,에스앤더블류,18866702,18787946,-78756,48898296755,48636587850,-261708905
103840,우양,286574872,289491773,2916901,1619771773205,1637620395825,17848622620
104040,대성파인텍,1361634139,1362148679,514540,2718261695140,2720674635334,2412940194
104200,NHN벅스,15942042,15238606,-703436,82050071460,79071398765,-2978672695
104460,디와이피엔에프,21448524,21061032,-387492,277369338860,269325955980,-8043382880
104480,티케이케미칼,607186863,605964897,-1221966,1436383271015,1435511800035,-871470980
104540,코렌텍,15903496,16093429,189933,159468431020,161586813750,2118382730
104620,노랑풍선,35256664,35327738,71074,658019666850,658637564470,617897620
104830,원익머트리얼즈,16935421,17055086,119665,452070828900,451717528450,-353300450
105330,케이엔더블유,19309294,19474084,164790,143024154580,144324958315,1300803735
105550,트루윈,54464721,54597820,133099,242876479155,244235668140,1359188985
105740,디케이락,87761646,88454441,692795,1024485992295,1030452668730,5966676435
105760,포스뱅크,795308,788410,-6898,4283019640,4241614640,-41405000
106080,케이이엠텍,6682850,6701017,18167,4034882405,4063130067,28247662
106190,하이텍팜,39053226,39268462,215236,517603086510,521672759960,4069673450
106240,파인테크닉스,243178575,244648588,1470013,1042967580295,1050984017115,8016436820
106520,디지탈옵틱,760495886,768841340,8345454,639736067874,646860449521,7124381647
107600,새빗켐,437566,421522,-16044,14821580400,14269568850,-552011550
107640,한중엔시에스,2001674,2028736,27062,101270012600,101715053825,445041225
108230,톱텍,403758264,405788331,2030067,6706441178850,6740722035810,34280856960
108320,실리콘웍스,30619289,31117006,497717,1311602903900,1324739857600,13136953700
108380,대양전기공업,12377914,12999069,621155,174055312550,182324772590,8269460040
108490,로보티즈,53580121,53997247,417126,695688326150,700827886440,5139560290
108790,인터파크,11718379,12201288,482909,51880386660,54208252970,2327866310
108860,셀바스AI,53745579,55365942,1620363,166013671815,172358199570,6344527755
109080,옵티시스,10904231,10996641,92410,85726010695,86287326760,561316065
109610,에스와이,713148293,714570177,1421884,3669634733595,3677530267715,7895534120
109670,씨싸이트,185610,166768,-18842,1176048465,1059223020,-116825445
109740,디에스케이,22322673,22434235,111562,161648481900,162306378665,657896765
109820,진매트릭스,558625286,561358004,2732718,7940015625175,7972878871995,32863246820
109860,동일금속,1477101,1466332,-10769,16201413100,16062579700,-138833400
109960,에이프로젠 H&G,1115077525,1120196806,5119281,1091747590468,1103257138424,11509547956
110020,전진바이오팜,33478231,33814456,336225,320348207890,323573607845,3225399955
110790,크리스에프앤씨,3170022,3435795,265773,70988723100,76691109100,5702386000
110990,디아이티,21381748,21049279,-332469,176534886910,173275159250,-3259727660
111710,남화산업,45179294,45227346,48052,589883579960,591743518970,1859939010
111870,삼본전자,561915729,572556560,10640831,984000280463,1001735407525,17735127062
112040,위메이드,37806053,37850062,44009,1330360467600,1331340924100,980456500
112240,에스에프씨,100733182,90465843,-10267339,19251390689,17804920171,-1446470518
112290,와이씨켐,2707045,2403411,-303634,66586575250,59229685550,-7356889700
113810,디젠스,188322466,187480892,-841574,114944605713,114522584301,-422021412
114120,크루셜텍,335327883,337506616,2178733,274196902751,276783148023,2586245272
114190,강원,39220565,39855386,634821,112285460345,114341621375,2056161030
114450,KPX생명과학,498962794,504651581,5688787,7167341033300,7302077409155,134736375855
114570,지스마트글로벌,196908145,189593843,-7314302,39945194335,38569636266,-1375558069
114630,우노앤컴퍼니,65269563,65185336,-84227,272951456330,273260747180,309290850
114810,아이원스,38386166,37750073,-636093,305392236025,302323605250,-3068630775
114840,아이패밀리에스씨,724641,1127176,402535,11046180645,16993773475,5947592830
115160,휴맥스,286764669,294110761,7346092,1510030185040,1541261512175,31231327135
115180,큐리언트,37619690,38381267,761577,1082711194800,1106371855250,23660660450
115310,인포바인,559539,517466,-42073,10471963800,9652760050,-819203750
115440,우리넷,65711093,65720179,9086,672158329675,673152594545,994264870
115450,지트리비앤티,106548488,110131704,3583216,2856571903900,2933462709600,76890805700
115480,씨유메디칼,633230352,637364672,4134320,1944965215600,1956782213895,11816998295
115500,케이씨에스,141006806,141044625,37819,822931724405,823521055320,589330915
115530,씨엔플러스,30341257,29861782,-479475,10025256512,9904574935,-120681577
115570,스타플렉스,25841481,26514902,673421,165408859975,170216585335,4807725360
115610,이미지스,18663080,18687909,24829,54351875695,54467590030,115714335
115960,연우,12614784,12485052,-129732,246867016700,243684771650,-3182245050
117670,알파홀딩스,71249112,71906392,657280,373480301125,377072724630,3592423505
117730,티로보틱스,39577669,39967347,389678,375709397860,377989593845,2280195985
118990,모트렉스,1621615000,1630203692,8588692,8505528694030,8541934398480,36405704450
119500,포메탈,257649383,257808269,158886,970475156530,972723185525,2248028995
119610,인터로조,8104876,8424444,319568,189935602800,196107638000,6172035200
119830,아이텍,68263361,70198410,1935049,514735002700,531076212790,16341210090
119850,지엔씨에너지,155348626,155021732,-326894,923015484825,922864007380,-151477445
119860,다나와,19651853,18746653,-905200,549089254600,522592981400,-26496273200
120240,대정화금,192408644,192627947,219303,5832826472310,5839228196130,6401723820
121440,골프존뉴딘홀딩스,40561925,39505499,-1056426,207168818875,201530868385,-5637950490
121600,나노신소재,82890128,83441223,551095,2588451955450,2615207382790,26755427340
121800,비덴트,454037827,460776963,6739136,3665752537395,3720074023975,54321486580
121850,코이즈,52520665,52425848,-94817,73758140079,73685765434,-72374645
121890,에스디시스템,11100378,10266484,-833894,18659010104,17200714316,-1458295788
122310,제노레이,85182801,86032349,849548,920579483080,927782581530,7203098450
122350,삼기,527619977,534866755,7246778,1748054477700,1767586044975,19531567275
122450,KMH,148988861,146234154,-2754707,2959551751245,2899929456900,-59622294345
122640,예스티,26050520,29047215,2996695,231229116695,259194159935,27965043240
122690,서진오토모티브,61671433,61534174,-137259,155966512875,155453303185,-513209690
122800,썬텍,200834885,200647992,-186893,34023006657,34006600700,-16405957
122870,와이지엔터테인먼트,85697062,86326713,629651,3434942948700,3465428906900,30485958200
122990,와이솔,104878849,105365533,486684,1535684151280,1535190036260,-494115020
123010,아이에이네트웍스,174320378,174602811,282433,323872550995,324221685400,349134405
123040,엠에스오토텍,856171104,861655681,5484577,6504859064685,6539642166880,34783102195
123260,파인넥스,224478278,225804317,1326039,23997775406,24174911139,177135733
123330,제닉,10174197,10134575,-39622,40884412135,40789570300,-94841835
123410,코리아에프티,225942415,227643132,1700717,680477693025,685722384685,5244691660
123420,선데이토즈,28926153,28082480,-843673,695093378710,677211902720,-17881475990
123570,이엠넷,29989598,29597514,-392084,112965810980,111852717265,-1113093715
123750,알톤스포츠,44402030,44257250,-144780,131141596375,130825574265,-316022110
123840,한일진공,670041797,670212452,170655,892346558673,892583636303,237077630
123860,아나패스,21754516,22319589,565073,476551530720,489555117270,13003586550
124500,아이티센,91246424,94371668,3125244,520834243165,540530621335,19696378170
124560,태웅로직스,331090957,336666890,5575933,1683473794045,1710310432655,26836638610
125020,티씨머티리얼즈,63706126,66146475,2440349,338383178072,350695567946,12312389874
125210,아모그린텍,81735475,82094090,358615,1126178396390,1131731737870,5553341480
125490,한라캐스트,20989384,23191092,2201708,436810030150,479432091220,42622061070
126340,비나텍,6307557,6808394,500837,322117488500,346358725050,24241236550
126600,코프라,100525460,101478881,953421,390272846790,395217718645,4944871855
126640,화신정공,510947767,511829423,881656,760468093059,762273418563,1805325504
126700,하이비젼시스템,98228231,98526500,298269,1131197249310,1126974472400,-4222776910
126730,코칩,3506097,3604482,98385,68595659755,70973654845,2377995090
126870,뉴로스,154261574,158365668,4104094,506068512375,520389146440,14320634065
126880,제이엔케이히터,513269400,515485989,2216589,4004999540260,4025226856150,20227315890
127120,디엔에이링크,157667009,160835636,3168627,2122413061970,2159425080385,37012018415
127160,매직마이크로,311799129,314750128,2950999,167938322823,169187912455,1249589632
127710,아시아경제,82514927,82876773,361846,157780219846,158554096927,773877081
127980,화인써키트,131412,127235,-4177,706923595,685019825,-21903770
128540,에코캡,56371118,56416083,44965,173456627395,173685165935,228538540
128660,피제이메탈,49432738,49656303,223565,109016363205,109566216695,549853490
129890,앱코,33231368,34732411,1501043,1020792083300,1067456459600,46664376300
129920,대성하이텍,5283102,4407990,-875112,31928973843,26776709379,-5152264464
130500,GH신소재,617372303,617025249,-347054,4260453968375,4259218610775,-1235357600
130580,나이스디앤비,9980995,9831905,-149090,98338257250,96206141540,-2132115710
130740,티피씨글로벌,24927949,24726862,-201087,63294087175,62839724560,-454362615
131030,디에이치피코리아,33994075,33650759,-343316,271735008360,269374153560,-2360854800
131090,시큐브,449523424,449699532,176108,817662933586,819026145456,1363211870
131100,스카이이앤엠,246361688,251740579,5378891,627400192045,642683433460,15283241415
131180,딜리,50753277,50193364,-559913,82463212840,81680535911,-782676929
131220,대한과학,388897185,388987495,90310,5959335604500,5962347856505,3012252005
131290,티에스이,25559950,24330561,-1229389,643681101890,607234943270,-36446158620
131370,알서포트,1986390096,1987697742,1307646,18358562475025,18365700396790,7137921765
131390,피앤이솔루션,115935572,116045374,109802,1981170183990,1980729650730,-440533260
131400,액트,57856277,59478674,1622397,312702335400,324090822705,11388487305
131760,파인텍,341330888,340997358,-333530,608436792263,608801883920,365091657
131970,테스나,50872975,51884930,1011955,3099507571300,3141703760500,42196189200
133750,메가엠디,1393186527,1394818766,1632239,6256575246235,6263583426285,7008180050
134060,이퓨쳐,41433548,41651506,217958,385130916295,389241036795,4110120500
134580,디엠티,28001480,27793158,-208322,67121034913,66596797338,-524237575
134780,화진,28879060,29288955,409895,14200943590,14408394633,207451043
136150,원일티엔아이,528220,466137,-62083,9927115890,8728178775,-1198937115
136410,아셈스,339910,354417,14507,3060835210,3190411760,129576550
136480,하림,335482208,337601024,2118816,958439217300,965077234025,6638016725
136510,쎄미시스코,33817249,34028681,211432,321190335910,323358620720,2168284810
136540,윈스,37539619,38088674,549055,630692170040,640654489080,9962319040
137080,나래나노텍,390392,393787,3395,1892458731,1917088368,24629637
137400,피엔티,252762184,256018089,3255905,3406286183775,3445038328785,38752145010
137940,넥스트아이,650675478,655909133,5233655,1054497541742,1063985534808,9487993066
137950,제이씨케미칼,220698163,220538433,-159730,1396021646520,1395777573260,-244073260
138070,신진에스엠,6309322,6094985,-214337,30617848120,29716772960,-901075160
138080,오이솔루션,72809325,72328005,-481320,3713281323150,3702702952850,-10578370300
138360,앤로보틱스,24221061,24892502,671441,67185591700,69150686561,1965094861
138580,비즈니스온,12012843,11833592,-179251,172422055750,170839592400,-1582463350
138610,나이벡,108627165,108226098,-401067,2134749871970,2120565286750,-14184585220
138690,엘아이에스,33205490,34154162,948672,302363055120,313034983510,10671928390
139050,데일리블록체인,984596825,997436138,12839313,1055539680128,1068711456382,13171776254
139670,키네마스터,61362916,62393046,1030130,936072126110,945788661985,9716535875
140070,서플러스글로벌,104683129,104777294,94165,277089914325,277820717770,730803445
140410,메지온,29031070,29167969,136899,4888076942500,4911075857400,22998914900
140430,카티스,6541147,6432335,-108812,4733905918,4652012728,-81893190
140520,대창스틸,62131074,61964043,-167031,151497224285,151263842850,-233381435
140670,알에스오토메이션,22788722,22622733,-165989,182517689210,181957154755,-560534455
140860,파크시스템스,11288408,10401501,-886907,612011315200,553791273300,-58220041900
141000,비아트론,28043043,29013164,970121,266521144390,275450402230,8929257840
141020,포티스,777315294,873097723,95782429,207111150726,227279350537,20168199811
141070,맥스로텍,852739533,858278323,5538790,2043218736177,2056787215542,13568479365
141080,레고켐바이오,160262920,163054213,2791293,9887090018050,10068541331050,181451313000
142210,유니트론텍,88209254,89250968,1041714,589095496520,595708423325,6612926805
142280,녹십자엠에스,436590611,436961693,371082,5014013686365,5019449702815,5436016450
142760,바이오리더스,109246205,110092118,845913,794081883830,799825122225,5743238395
143160,아이디스,21384306,21556586,172280,598340922750,604057120200,5716197450
143240,사람인에이치알,5698444,5502433,-196011,144288325800,138870757350,-5417568450
143540,영우디에스피,146384236,150090689,3706453,274292520911,281268788838,6976267927
144510,녹십자랩셀,122871155,122101813,-769342,7080578528800,7021600701500,-58977827300
144960,뉴파워프라즈마,305832593,308426844,2594251,1776430708705,1792528542900,16097834195
145020,휴젤,11677478,11810696,133218,2587943735300,2675554741300,87611006000
145170,노브랜드,669404,604618,-64786,2669782356,2398305907,-271476449
146060,율촌,18299973,18371601,71628,35399909182,35612519645,212610463
146320,비씨엔씨,594804,546414,-48390,9320460595,8541023040,-779437555
147760,마이크로프랜드,81763623,81130440,-633183,460906184300,456899452215,-4006732085
147830,제룡산업,23540634,23569806,29172,134619029170,135033645425,414616255
148140,비디아이,366486916,369825821,3338905,3120554372850,3169509446080,48955073230
148150,세경하이테크,80335151,81769200,1434049,2347637432950,2384227687000,36590254050
148250,알엔투테크놀로지,47150772,45953815,-1196957,821113088600,801726221900,-19386866700
148780,비큐AI,7674616,7508754,-165862,12424248418,12149218265,-275030153
148930,에이치와이티씨,193458,196404,2946,595934770,605499110,9564340
149940,모다,31680870,27890706,-3790164,7141773523,6614209720,-527563803
149950,아바텍,4569712,4269455,-300257,35310696930,33189355095,-2121341835
149980,하이로닉,55810846,55426160,-384686,293078631155,290708969180,-2369661975
150840,인트로메딕,438546679,439016036,469357,1335289864455,1338206146670,2916282215
150900,파수,51078542,51578433,499891,312008411065,314303419980,2295008915
151860,KG ETS,398544082,402068624,3524542,1844076325920,1858674451245,14598125325
151910,나노스,60343276,63455924,3112648,243986171935,257197626405,13211454470
153460,네이블,12525447,10663741,-1861706,71803702495,61420896755,-10382805740
153490,우리이앤엘,204612355,204156421,-455934,252894615370,252194819392,-699795978
153710,옵티팜,81351329,81352329,1000,1518959080765,1521121324710,2162243945
154030,아시아종묘,94431200,95146742,715542,548762378165,553497848310,4735470145
154040,솔루에타,53522349,52845168,-677181,165523044695,163988831745,-1534212950
155650,와이엠씨,90547415,91363915,816500,935706693120,948638731695,12932038575
156100,엘앤케이바이오,104794231,106144417,1350186,1383768102230,1376840239370,-6927862860
158310,스타모빌리티,24851482,24938712,87230,35806204631,36411315602,605110971
158430,아톤,25605509,26195357,589848,756856959100,774448330650,17591371550
159010,아스플로,3826662,3816712,-9950,24059942052,24067240629,7298577
159580,제로투세븐,62248473,63467762,1219289,535699540770,544499389695,8799848925
159910,스킨앤스킨,462371675,474921930,12550255,163391267888,167759651730,4368383842
160190,하이젠알앤엠,1125029,1221931,96902,80022412300,86362912950,6340500650
160550,NEW,144641450,142498268,-2143182,708521291995,695660479365,-12860812630
160600,에스엔텍비엠,29360480,29660297,299817,27593536958,27831932128,238395170
160980,싸이맥스,60852314,60173619,-678695,829064050890,817801797650,-11262253240
161570,THE MIDONG,167187842,170367941,3180099,447533368810,457717908575,10184539765
161580,필옵틱스,122094954,124230691,2135737,1577460370680,1603431925710,25971555030
162300,신스틸,462151,452160,-9991,793338215,776473433,-16864782
163280,에어레인,1565302,1665716,100414,21724133785,23023804290,1299670505
163730,핑거,1925034,1837284,-87750,23451515030,22330919755,-1120595275
164060,이루다,33506057,35032977,1526920,544623859300,574717216700,30093357400
166090,하나머티리얼즈,61814544,61677170,-137374,1297890167960,1285817439600,-12072728360
166480,코아스템,94714768,95000918,286150,1889394942520,1901256340000,11861397480
168330,내츄럴엔도텍,5928589,5601775,-326814,18286193620,17379552840,-906640780
168360,펨트론,2093860,2115306,21446,41829864920,41774264240,-55600680
169330,엠브레인,27250882,28281145,1030263,346817393010,361880946280,15063553270
170030,현대공업,664869569,665535540,665971,4777339658915,4784618929525,7279270610
170790,파이오링크,25000479,25015422,14943,333715711050,334920395170,1204684120
170920,엘티씨,25570425,26273662,703237,317244346360,326206285580,8961939220
171010,램테크놀러지,87052017,87112556,60539,640737295605,641866024610,1128729005
171090,선익시스템,14375851,14212874,-162977,97363225735,96706106120,-657119615
171120,라이온켐텍,6008188,5831505,-176683,45015337810,44069044640,-946293170
172670,에이엘티,2001445,2151166,149721,29183967990,31182902020,1998934030
173130,오파스넷,16282069,15927405,-354664,188686432220,185610702575,-3075729645
173940,에프엔씨엔터,11763895,12251742,487847,72845616680,75921150025,3075533345
174880,장원테크,556966488,572471745,15505257,1214086464975,1246668130600,32581665625
174900,앱클론,122581175,123130673,549498,5544639429100,5556118937250,11479508150
175140,인포마크,5599610,5568895,-30715,34921456000,34644009395,-277446605
175250,아이큐어,94682499,96573542,1891043,5011919418200,5102501626000,90582207800
176440,에이치엔티,53002131,55575360,2573229,121641009905,128044866705,6403856800
176750,듀켐바이오,1581506,1687201,105695,16966954040,18152566725,1185612685
177350,베셀,86959205,86939252,-19953,304827154260,305731663805,904509545
177830,파버나인,112760484,114155095,1394611,633107732100,641857527420,8749795320
177900,쓰리에이로직스,4603357,4642325,38968,32042689720,32403319695,360629975
178320,서진시스템,142375651,141605933,-769718,5164107194550,5141598847100,-22508347450
178780,유테크,236188302,241793075,5604773,963962755760,983024109765,19061354005
178920,PI첨단소재,53787124,54277334,490210,1763997249300,1768037184550,4039935250
179290,엠아이텍,119828841,119718680,-110161,527172133320,527583821595,411688275
179530,애드바이오텍,955141,950715,-4426,1609325919,1602898192,-6427727
179900,유티아이,40856507,40672139,-184368,651421787810,651254968170,-166819640
180400,DXVX,4533000,4553447,20447,20419163592,20322627332,-96536260
181340,이즈미디어,69644668,69830106,185438,335172564865,336525144625,1352579760
182360,큐브엔터,224395624,225143980,748356,933958246665,939002412800,5044166135
182400,엔케이맥스,68534094,73314537,4780443,1022595650140,1094205336040,71609685900
182690,테라셈,135614509,138577880,2963371,327713498880,335096766785,7383267905
183300,코미코,16452156,15844724,-607432,589612079550,565493361900,-24118717650
183490,엔지켐생명과학,52642559,53600835,958276,5512759376450,5641069077950,128309701500
184230,SGA솔루션즈,204756546,204943240,186694,239442016723,240044751058,602734335
185490,아이진,84383021,84622167,239146,1038997695640,1042634228075,3636532435
186230,그린플러스,42032269,42989104,956835,612755199015,622118923490,9363724475
187220,디티앤씨,15648665,16010616,361951,106247466030,108745643135,2498177105
187270,신화콘텍,7420532,7028749,-391783,18972292625,18109380785,-862911840
187420,제노포커스,153568688,154961931,1393243,1532392843650,1551536213865,19143370215
